Accessions	Gene	Description	GeneSymbol	Unique_peptides	MCF7.SiCTRL.EtOH.Rep.1	MCF7.SiCTRL.EtOH.Rep.2	MCF7.SiCTRL.E2.Rep.1	MCF7.SiCTRL.E2.Rep.2	MCF7.SiCTRL.E2.Rep.3	MCF7.SiCTRL.E2.Rep.4	MCF7.SiCTRL.EtOH.Rep.3	MCF7.SiCTRL.EtOH.Rep.4	log2FC	AvgIntensity	t	P.Value	adj.P.Val	B
P49407	ARRB1_HUMAN	Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2	ARRB1	2	5.26	5.59	5.64	5.61	4.73	5.18	4.63	5.24	0.11	5.209783817	0.76	0.46	0.73	-6.52
Q8WUA2	PPIL4_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1	PPIL4	1	5.07	5.58	5.19	5.63	5.83	5.56	5.64	5.55	0.1	5.507467605	0.76	0.46	0.73	-6.52
P09429	HMGB1_HUMAN	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	HMGB1	3	9.1	9.95	9.14	10.43	9.07	8.7	8.59	8.99	0.18	9.32140786	0.76	0.46	0.73	-6.53
O75368	SH3L1_HUMAN	SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1	SH3BGRL	3	8.37	8.14	8.2	7.97	7.26	7.29	7.39	7.13	-0.08	7.705645246	-0.76	0.46	0.73	-6.53
P52788	SPSY_HUMAN	Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2	SMS	1	2.88	4.43	3.67	4.34	4.74	4.48	4.62	4.47	0.21	4.248253483	0.75	0.46	0.74	-6.53
Q9NXG2	THUM1_HUMAN	THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2	THUMPD1	2	6.01	6.84	5.89	6.55	6.85	7.02	6.79	7.06	-0.1	6.624687464	-0.75	0.46	0.74	-6.53
Q8TEM1	PO210_HUMAN	Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3	NUP210	5	8.14	8.02	7.87	7.91	8.05	8.32	8.25	8.12	-0.1	8.06042591	-0.75	0.46	0.74	-6.53
O43719	HTSF1_HUMAN	HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1	HTATSF1	1	8.57	9.24	8.04	9.03	7.74	7.49	7.79	7.47	-0.19	8.160791357	-0.75	0.46	0.74	-6.53
P04264	K2C1_HUMAN	"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6"	KRT1	41	15.91	14.5	15.5	14.47	15.05	14.25	14.97	14.67	-0.19	14.83664578	-0.75	0.46	0.74	-6.53
Q9Y2W2	WBP11_HUMAN	WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1	WBP11	1	4.34	4.3	3.92	4.39	6.37	6.36	6.31	6.44	-0.09	5.280644767	-0.75	0.47	0.74	-6.53
Q9UI30	TR112_HUMAN	Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1	TRMT112	3	7.61	7.65	7.52	7.71	6.84	6.85	6.54	6.85	0.07	7.13146832	0.75	0.47	0.74	-6.54
Q96C92	SDCG3_HUMAN	Serologically defined colon cancer antigen 3 OS=Homo sapiens OX=9606 GN=SDCCAG3 PE=1 SV=3	SDCCAG3	1	5.65	5.06	5.94	4.92	5.56	5.59	5.83	6.1	-0.16	5.537228201	-0.75	0.47	0.74	-6.54
P27797	CALR_HUMAN	Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	CALR	1	5.73	5.63	5.59	5.48	5.12	5.06	5.08	5.22	-0.1	5.35495301	-0.75	0.47	0.74	-6.54
P38646	GRP75_HUMAN	"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2"	HSPA9	2	7.61	7.25	7.65	7.2	7.2	7.15	7.52	7.22	-0.1	7.330229719	-0.75	0.47	0.74	-6.54
Q9Y3B4	SF3B6_HUMAN	Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	SF3B6	1	6.2	6.43	5.96	6.34	4.36	4.39	4.48	4.45	-0.13	5.273551366	-0.74	0.47	0.74	-6.54
Q9Y224	RTRAF_HUMAN	"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1"	RTRAF	5	9.45	8.82	9.48	9.31	9.69	9.85	9.66	10	0.1	9.553294245	0.74	0.47	0.74	-6.54
Q9UKN8	TF3C4_HUMAN	General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2	GTF3C4	1	6.61	6.15	6.43	6.88	6.45	6.03	6.38	6.17	0.12	6.402027179	0.74	0.47	0.74	-6.54
P26641	EF1G_HUMAN	Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3	EEF1G	7	9.93	10.34	9.62	10.32	8.88	9.36	9.25	9.2	-0.14	9.599845645	-0.74	0.47	0.74	-6.54
Q9BR76	COR1B_HUMAN	Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1	CORO1B	2	7.95	8.22	8.34	8.23	8.15	8.45	8.22	8.43	0.09	8.180623995	0.74	0.47	0.74	-6.54
Q5SSJ5	HP1B3_HUMAN	Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1	HP1BP3	3	8.73	8.3	8.58	8.3	8.7	8.99	8.9	9	-0.09	8.693682199	-0.74	0.47	0.74	-6.54
P26583	HMGB2_HUMAN	High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2	HMGB2	4	9.33	9.98	9.36	10.19	9.71	9.41	9.32	9.52	0.13	9.604203362	0.74	0.47	0.74	-6.54
P21266	GSTM3_HUMAN	Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3	GSTM3	1	4.54	5.04	4.62	5.15	5.59	5.83	5.38	5.87	0.09	5.292525245	0.74	0.47	0.74	-6.54
Q00796	DHSO_HUMAN	Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4	SORD	3	7.06	7.7	6.71	7.42	7.15	6.95	7.07	6.92	-0.13	7.104048445	-0.74	0.47	0.74	-6.54
Q6Y7W6	GGYF2_HUMAN	GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1	GIGYF2	1	5.39	5.27	5.02	5.08	5.73	5.93	6.05	5.71	-0.16	5.489911184	-0.73	0.47	0.74	-6.55
Q04695	K1C17_HUMAN	"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2"	KRT17	4	8.1	7.42	8.85	7.45	8.86	8.77	9.14	8.53	0.19	8.329996776	0.73	0.47	0.74	-6.55
P05783	K1C18_HUMAN	"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2"	KRT18	44	15.28	14.9	15.96	15.09	15.2	15.67	15.32	15.77	0.16	15.38490168	0.73	0.48	0.74	-6.55
P25205	MCM3_HUMAN	DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3	MCM3	1	5.8	5.96	5.31	5.81	5.78	5.64	5.71	5.55	-0.12	5.682622801	-0.73	0.48	0.74	-6.55
Q8WXF1	PSPC1_HUMAN	Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1	PSPC1	12	10.62	10.78	10.66	10.87	10.24	10.43	10.1	10.38	0.08	10.50918242	0.73	0.48	0.74	-6.55
O60506	HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	SYNCRIP	18	12.16	12.11	11.71	12.08	11.65	11.76	11.8	11.54	-0.1	11.8823748	-0.73	0.48	0.74	-6.55
P53992	SC24C_HUMAN	Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3	SEC24C	14	10.24	10.39	10.67	10.21	10.88	10.9	10.5	11.02	0.13	10.66788151	0.73	0.48	0.74	-6.55
P61313	RL15_HUMAN	60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2	RPL15	7	10.3	10.24	10.24	10.21	10.64	10.79	10.68	10.93	-0.07	10.4858706	-0.73	0.48	0.74	-6.55
Q9Y5B9	SP16H_HUMAN	FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1	SUPT16H	16	10.48	10.65	10.53	10.76	10.55	10.51	10.4	10.56	0.06	10.55265178	0.73	0.48	0.74	-6.55
Q9Y5J1	UTP18_HUMAN	U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=UTP18 PE=1 SV=3	UTP18	1	3.14	3.99	4.5	4.02	6.04	6.16	5.77	6.9	0.23	5.149517598	0.73	0.48	0.74	-6.55
P06576	ATPB_HUMAN	"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"	ATP5F1B	5	8.48	7.7	8.43	7.85	7.03	7	7.59	6.94	-0.1	7.591121762	-0.72	0.48	0.74	-6.55
P20290	BTF3_HUMAN	Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1	BTF3	2	8.82	8.87	8.41	8.81	7.4	8.16	7.89	7.74	-0.13	8.252969597	-0.72	0.48	0.74	-6.56
O00233	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	PSMD9	1	6.31	6.25	6.74	6.47	6.87	6.9	6.96	7.11	0.09	6.675413419	0.72	0.48	0.74	-6.56
Q03426	KIME_HUMAN	Mevalonate kinase OS=Homo sapiens OX=9606 GN=MVK PE=1 SV=1	MVK	1	5.65	6.22	5.72	5.93	6.05	6	6.1	6.08	-0.09	5.906816791	-0.72	0.48	0.75	-6.56
Q9Y2W1	TR150_HUMAN	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2	THRAP3	4	8.26	8.35	7.91	8.47	7.65	7.47	7.63	7.61	-0.09	7.964422394	-0.72	0.48	0.75	-6.56
Q9BXP5	SRRT_HUMAN	Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	SRRT	5	8.64	8.69	8.38	8.82	9.17	9.14	9.31	9.17	-0.08	8.915229687	-0.71	0.49	0.75	-6.56
Q5T3I0	GPTC4_HUMAN	G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2	GPATCH4	1	2.95	2.57	2.74	2.57	3.42	3.54	3.45	4.39	-0.27	3.051134828	-0.71	0.49	0.75	-6.56
Q13283	G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1	G3BP1	5	9.96	9.86	9.83	9.8	9.63	10	9.84	9.97	-0.09	9.864958862	-0.71	0.49	0.75	-6.56
Q9UQ80	PA2G4_HUMAN	Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3	PA2G4	10	10.3	10.43	9.99	10.41	9.83	10.27	9.99	10.18	-0.1	10.2033868	-0.71	0.49	0.75	-6.56
P55060	XPO2_HUMAN	Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3	CSE1L	4	7.48	8.22	7.59	8.25	7.85	7.67	7.52	7.67	0.11	7.760289355	0.71	0.49	0.75	-6.57
O15042	SR140_HUMAN	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2	U2SURP	2	6.24	6.58	6.36	6.21	6.42	6.68	6.43	6.71	-0.07	6.433853817	-0.71	0.49	0.75	-6.57
P62917	RL8_HUMAN	60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2	RPL8	6	11.36	11.27	11.19	11.21	10.31	10.7	10.47	10.64	-0.08	10.85547342	-0.71	0.49	0.75	-6.57
P07355	ANXA2_HUMAN	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	ANXA2	6	11.02	10.82	11.13	10.63	10.74	11.18	10.99	11.23	-0.1	10.93437619	-0.71	0.49	0.75	-6.57
Q8WVK2	SNR27_HUMAN	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP27 PE=1 SV=1	SNRNP27	1	3.25	4.45	4.1	4.22	4.56	4.77	4.71	4.68	0.14	4.44283087	0.7	0.49	0.75	-6.57
P48444	COPD_HUMAN	Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1	ARCN1	6	10.4	10.3	10.15	10.34	9.78	10.13	10.05	9.97	-0.08	10.12180071	-0.7	0.49	0.75	-6.57
Q9BQE3	TBA1C_HUMAN	Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	TUBA1C	2	5.76	6.32	6.01	6.22	6.22	6.26	6.4	6.64	-0.1	6.261740464	-0.7	0.49	0.75	-6.57
Q99436	PSB7_HUMAN	Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1	PSMB7	1	3.51	3.04	3.19	3.08	3.2	3.35	3.57	3.27	-0.14	3.255003459	-0.7	0.5	0.75	-6.57
Q8TDX7	NEK7_HUMAN	Serine/threonine-protein kinase Nek7 OS=Homo sapiens OX=9606 GN=NEK7 PE=1 SV=1	NEK7	1	3.95	4.13	3.62	4.04	5.12	5.19	5.18	5.1	-0.1	4.498138893	-0.69	0.5	0.76	-6.58
Q8WXA9	SREK1_HUMAN	Splicing regulatory glutamine/lysine-rich protein 1 OS=Homo sapiens OX=9606 GN=SREK1 PE=1 SV=1	SREK1	1	6.19	6.41	5.84	6.35	5.41	5.43	5.74	5.26	-0.14	5.818277643	-0.69	0.5	0.76	-6.58
P06753	TPM3_HUMAN	Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2	TPM3	5	9.74	9.59	10.05	9.56	9.66	10.16	9.6	10.06	0.11	9.763289859	0.69	0.5	0.76	-6.58
P15880	RS2_HUMAN	40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2	RPS2	7	11.26	11.4	10.82	11.36	10.89	11.1	11.11	10.85	-0.11	11.09748666	-0.69	0.5	0.76	-6.58
P55795	HNRH2_HUMAN	Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1	HNRNPH2	3	8.94	9.17	8.98	9.33	9.02	9.04	9.04	8.9	0.08	9.042024175	0.69	0.5	0.76	-6.58
P14923	PLAK_HUMAN	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	JUP	15	11.41	10.7	11.34	10.6	11.23	11.03	11.23	11.28	-0.11	11.10209684	-0.69	0.5	0.76	-6.58
Q15742	NAB2_HUMAN	NGFI-A-binding protein 2 OS=Homo sapiens OX=9606 GN=NAB2 PE=1 SV=1	NAB2	1	7.45	7.8	7.54	8.1	6.85	6.29	6.72	6.32	0.12	7.159462338	0.69	0.5	0.76	-6.58
P29692	EF1D_HUMAN	Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5	EEF1D	3	8.59	8.99	8.52	8.89	7.98	8.27	8.11	8.33	-0.09	8.432537038	-0.69	0.5	0.76	-6.58
Q05519	SRS11_HUMAN	Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1	SRSF11	2	8.48	8.77	8.17	8.68	8.08	7.9	8.15	7.85	-0.11	8.28945768	-0.68	0.5	0.76	-6.58
P39019	RS19_HUMAN	40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	RPS19	5	9.39	9.42	9.14	9.5	8.05	8.88	8.47	8.77	-0.12	8.940841043	-0.68	0.51	0.76	-6.58
Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5	TRIM28	24	12.87	13.61	12.27	13.45	12.86	12.12	12.73	12.25	-0.19	12.78622767	-0.68	0.51	0.76	-6.58
Q8TDD1	DDX54_HUMAN	ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2	DDX54	10	8.97	8.76	9.18	8.72	9.58	9.85	9.67	10.51	-0.15	9.371709194	-0.68	0.51	0.76	-6.58
Q9BQG0	MBB1A_HUMAN	Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2	MYBBP1A	7	8.95	8.69	9.67	9.11	9.68	9.95	9.62	10.52	0.16	9.5466702	0.68	0.51	0.76	-6.59
Q9UBE0	SAE1_HUMAN	SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1	SAE1	1	4.71	5.79	4.6	5.64	5.12	4.32	4.26	4.03	0.23	4.833811791	0.68	0.51	0.77	-6.59
P67936	TPM4_HUMAN	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	TPM4	5	10.14	10.02	10.6	10.05	9.61	10.24	9.69	10.18	0.12	10.05329086	0.67	0.51	0.77	-6.59
Q9NV56	MRGBP_HUMAN	MRG/MORF4L-binding protein OS=Homo sapiens OX=9606 GN=MRGBP PE=1 SV=1	MRGBP	1	4.02	4.24	3.85	3.91	3.6	3.3	3.47	3.35	-0.1	3.706253101	-0.67	0.51	0.77	-6.59
Q13561	DCTN2_HUMAN	Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4	DCTN2	2	6.26	5.87	6.61	6.5	6.93	7.05	7.24	7.31	0.1	6.762673092	0.67	0.52	0.77	-6.59
Q9H3U1	UN45A_HUMAN	Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1	UNC45A	6	7.85	7.89	8.18	7.95	8.78	9.3	8.78	9.35	0.09	8.521105377	0.67	0.52	0.77	-6.6
P08865	RSSA_HUMAN	40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	RPSA	4	8.87	8.76	8.63	8.88	8.04	8.49	8.48	8.3	-0.09	8.566094066	-0.66	0.52	0.77	-6.6
Q9UPS8	ANR26_HUMAN	Ankyrin repeat domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ANKRD26 PE=1 SV=3	ANKRD26	1	7.51	7.26	8.11	7.43	6.41	6.42	6.53	7.83	-0.19	7.166910885	-0.66	0.52	0.77	-6.6
Q9H6R4	NOL6_HUMAN	Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2	NOL6	5	8.11	8.03	8.31	7.76	8.83	9.2	8.79	9.75	-0.15	8.593012318	-0.66	0.52	0.78	-6.6
Q9H3P2	NELFA_HUMAN	Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3	NELFA	1	3.58	3.26	3.16	3.61	4.33	4.5	4.77	4.52	-0.13	3.959469456	-0.66	0.52	0.78	-6.6
Q15911	ZFHX3_HUMAN	Zinc finger homeobox protein 3 OS=Homo sapiens OX=9606 GN=ZFHX3 PE=1 SV=2	ZFHX3	6	9.34	9.42	9.02	9.37	9.3	8.57	9.33	8.61	-0.11	9.125134156	-0.66	0.52	0.78	-6.6
P08727	K1C19_HUMAN	"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4"	KRT19	26	14.55	14.07	15.08	14.22	14.15	14.48	14.26	14.53	0.13	14.41083402	0.66	0.52	0.78	-6.6
O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2	SNRNP200	19	10.48	10.7	10.24	10.64	10.27	10.31	10.37	10.24	-0.08	10.42016771	-0.66	0.52	0.78	-6.6
P62249	RS16_HUMAN	40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2	RPS16	6	10.57	10.95	10.36	10.99	9.88	10.23	10.14	10.23	-0.11	10.42064329	-0.66	0.52	0.78	-6.6
P49023	PAXI_HUMAN	Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=3	PXN	1	5.74	5.5	5.35	5.88	6.47	6.3	6.53	6.59	-0.09	6.156715689	-0.65	0.52	0.78	-6.6
O14545	TRAD1_HUMAN	TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TRAFD1 PE=1 SV=1	TRAFD1	1	3.85	3.13	2.83	2.89	3.13	3.15	3.01	2.64	-0.16	3.075296068	-0.65	0.52	0.78	-6.6
Q96EP0	RNF31_HUMAN	E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens OX=9606 GN=RNF31 PE=1 SV=1	RNF31	1	4.8	4.49	4.6	4.7	4.52	4.12	4.27	4.01	0.09	4.375179254	0.65	0.52	0.78	-6.6
Q9HAH7	FBRS_HUMAN	Probable fibrosin-1 OS=Homo sapiens OX=9606 GN=FBRS PE=1 SV=3	FBRS	5	9.23	9.04	9.15	9.07	9.28	8.98	9.18	8.66	0.09	9.028685556	0.65	0.52	0.78	-6.6
Q99447	PCY2_HUMAN	Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens OX=9606 GN=PCYT2 PE=1 SV=1	PCYT2	1	4.65	4.75	4.32	4.56	4.86	4.93	5.01	4.61	-0.09	4.69229128	-0.65	0.53	0.78	-6.61
O43617	TPPC3_HUMAN	Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1	TRAPPC3	1	4.49	4.7	4.68	4.92	4.81	5.07	4.8	5.08	0.1	4.763701189	0.65	0.53	0.78	-6.61
P52565	GDIR1_HUMAN	Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3	ARHGDIA	2	6.94	7.35	7.07	6.99	6.88	7.69	7.09	7.62	-0.09	7.162594872	-0.65	0.53	0.78	-6.61
P33992	MCM5_HUMAN	DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5	MCM5	2	7.05	7.53	6.71	7.45	7.48	7.28	7.48	7.27	-0.11	7.253164299	-0.65	0.53	0.78	-6.61
Q53H96	P5CR3_HUMAN	Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3	PYCR3	2	8.52	8.99	8.23	8.81	8.95	8.55	8.84	8.63	-0.11	8.686415328	-0.64	0.53	0.78	-6.61
P20810	ICAL_HUMAN	Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4	CAST	2	6.03	6.9	5.95	5.31	5.79	6.37	5.55	5.92	-0.24	5.949105125	-0.64	0.53	0.78	-6.61
P49327	FAS_HUMAN	Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	FASN	51	12.98	13.6	12.69	13.51	12.92	13.01	13.02	13.04	-0.13	13.11510499	-0.64	0.53	0.79	-6.61
O43290	SNUT1_HUMAN	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1	SART1	2	5.89	5.94	5.72	5.91	6.6	6.6	6.62	6.68	-0.08	6.303747638	-0.64	0.53	0.79	-6.61
P30520	PURA2_HUMAN	Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS PE=1 SV=3	ADSS	2	6.57	6.87	6.28	6.9	6.89	6.97	6.73	7.22	-0.09	6.834823715	-0.64	0.53	0.79	-6.61
O60678	ANM3_HUMAN	Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4	PRMT3	1	4.02	4.22	3.33	4.29	3.93	3.44	3.74	3.52	-0.13	3.833886817	-0.64	0.53	0.79	-6.62
P07305	H10_HUMAN	Histone H1.0 OS=Homo sapiens OX=9606 GN=H1F0 PE=1 SV=3	H1F0	2	9.88	9.62	9.95	10.11	9.73	10.16	10.02	10.1	0.08	9.966522355	0.63	0.54	0.79	-6.62
Q5JRA6	TGO1_HUMAN	Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1	MIA3	15	10.38	10.3	10.73	10.16	10.97	10.42	10.44	10.61	0.14	10.58578015	0.63	0.54	0.79	-6.62
P52209	6PGD_HUMAN	"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3"	PGD	8	9.88	10.8	9.7	10.65	10.04	10.18	10.14	10.26	-0.13	10.20035718	-0.63	0.54	0.79	-6.62
Q92817	EVPL_HUMAN	Envoplakin OS=Homo sapiens OX=9606 GN=EVPL PE=1 SV=3	EVPL	7	8.4	8.06	8.57	7.82	8.34	8.47	8.49	8.65	-0.1	8.29677167	-0.63	0.54	0.79	-6.62
P48643	TCPE_HUMAN	T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1	CCT5	5	8.08	8.52	8.04	8.55	7.87	8.37	8.13	8.47	-0.09	8.220146593	-0.63	0.54	0.79	-6.62
Q9P2Y4	ZN219_HUMAN	Zinc finger protein 219 OS=Homo sapiens OX=9606 GN=ZNF219 PE=1 SV=2	ZNF219	1	3.56	3.93	3.8	3.86	4.67	4.22	4.45	4.14	0.12	4.045677725	0.63	0.54	0.79	-6.62
Q9UKD2	MRT4_HUMAN	mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2	MRTO4	4	8.31	8.21	8.42	8.02	8.12	8.31	8.11	8.67	-0.11	8.259515643	-0.63	0.54	0.79	-6.62
P51572	BAP31_HUMAN	B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3	BCAP31	2	8	7.73	8.08	7.61	7.57	7.77	7.78	7.86	-0.09	7.754063374	-0.62	0.54	0.79	-6.62
Q14498	RBM39_HUMAN	RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2	RBM39	4	9.54	9.72	9.38	9.67	9.15	9.25	9.31	9.15	-0.07	9.399362946	-0.62	0.54	0.79	-6.62
Q9BUZ4	TRAF4_HUMAN	TNF receptor-associated factor 4 OS=Homo sapiens OX=9606 GN=TRAF4 PE=1 SV=1	TRAF4	1	4.36	4.63	4.61	4.76	4.74	4	3.99	4.58	0.14	4.438093511	0.62	0.55	0.79	-6.63
P27694	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2	RPA1	2	7.38	8.03	7.09	8.19	6.75	6.52	6.24	6.39	0.13	7.058028447	0.62	0.55	0.79	-6.63
P62826	RAN_HUMAN	GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3	RAN	5	10.95	11.19	10.75	11.06	10.95	10.97	10.93	10.9	-0.06	10.95775676	-0.62	0.55	0.8	-6.63
